productId,productName,insurer,supportStatus,structureStatus,economicsStatus,metadataOnlyBehaviorCount,metadataOnlyBehaviors,unsupportedItemCount,unsupportedItems,variantUnsupportedMatrix
prudential-prulink-investgrowth-sp,PRULink InvestGrowth (SP),Prudential,supported,structured,supported,3,prulink-investgrowth-sp-e-top-up-charge | prulink-investgrowth-sp-fund-switching | prulink-investgrowth-sp-withdrawals,5,"Direct Income option mechanics remain informational only. | Single-premium principal tracking remains informational only in V1. | Terminal-illness claim handling, death-benefit exclusions, and cash Direct Income payout history remain informational only beyond the modeled current ordinary death-benefit estimate. | Withdrawal administration and fund-switching mechanics remain informational only. | e-top-up reduced premium-charge and assurance-charge treatment remains informational only.","sgd-open-ended-cash: Terminal-illness claim handling, death-benefit exclusions, and cash Direct Income payout history remain informational only beyond the modeled current ordinary death-benefit estimate. || Single-premium principal tracking remains informational only in V1. || e-top-up reduced premium-charge and assurance-charge treatment remains informational only. || Withdrawal administration and fund-switching mechanics remain informational only. ;; sgd-open-ended-srs: Terminal-illness claim handling, death-benefit exclusions, and cash Direct Income payout history remain informational only beyond the modeled current ordinary death-benefit estimate. || Single-premium principal tracking remains informational only in V1. || e-top-up reduced premium-charge and assurance-charge treatment remains informational only. || Withdrawal administration and fund-switching mechanics remain informational only. || Direct Income option mechanics remain informational only. ;; sgd-open-ended-cpf: Terminal-illness claim handling, death-benefit exclusions, and cash Direct Income payout history remain informational only beyond the modeled current ordinary death-benefit estimate. || Single-premium principal tracking remains informational only in V1. || e-top-up reduced premium-charge and assurance-charge treatment remains informational only. || Withdrawal administration and fund-switching mechanics remain informational only. || Direct Income option mechanics remain informational only."
prudential-pruvantage-prosper,PRUVantage Prosper,Prudential,supported,structured,supported,2,premium-pass-wealth-share-secondary-life-options | pruvantage-prosper-accidental-death-and-claim-exclusions,3,"Accidental-death pre-existing-condition / suicide exclusions and other death-claim settlement mechanics remain informational only beyond the modeled current ordinary and accidental-death benefit estimates. | Premium Pass, Wealth Share, and secondary-life/ownership options remain informational only. | The current-state death-benefit estimate needs a manual current amount owing input because current debt is not reconstructed from history in V1.","sgd-mip-5: The current-state death-benefit estimate needs a manual current amount owing input because current debt is not reconstructed from history in V1. || Accidental-death pre-existing-condition / suicide exclusions and other death-claim settlement mechanics remain informational only beyond the modeled current ordinary and accidental-death benefit estimates. || Premium Pass, Wealth Share, and secondary-life/ownership options remain informational only. ;; sgd-mip-10: The current-state death-benefit estimate needs a manual current amount owing input because current debt is not reconstructed from history in V1. || Accidental-death pre-existing-condition / suicide exclusions and other death-claim settlement mechanics remain informational only beyond the modeled current ordinary and accidental-death benefit estimates. || Premium Pass, Wealth Share, and secondary-life/ownership options remain informational only. ;; sgd-mip-15: The current-state death-benefit estimate needs a manual current amount owing input because current debt is not reconstructed from history in V1. || Accidental-death pre-existing-condition / suicide exclusions and other death-claim settlement mechanics remain informational only beyond the modeled current ordinary and accidental-death benefit estimates. || Premium Pass, Wealth Share, and secondary-life/ownership options remain informational only. ;; sgd-mip-20: The current-state death-benefit estimate needs a manual current amount owing input because current debt is not reconstructed from history in V1. || Accidental-death pre-existing-condition / suicide exclusions and other death-claim settlement mechanics remain informational only beyond the modeled current ordinary and accidental-death benefit estimates. || Premium Pass, Wealth Share, and secondary-life/ownership options remain informational only. ;; sgd-mip-25: The current-state death-benefit estimate needs a manual current amount owing input because current debt is not reconstructed from history in V1. || Accidental-death pre-existing-condition / suicide exclusions and other death-claim settlement mechanics remain informational only beyond the modeled current ordinary and accidental-death benefit estimates. || Premium Pass, Wealth Share, and secondary-life/ownership options remain informational only."
singlife-legacy-invest,Singlife Legacy Invest,Singlife,supported,structured,supported,6,singlife-legacy-invest-change-of-life-assured | singlife-legacy-invest-extension-benefit | singlife-legacy-invest-free-partial-withdrawal-benefit | singlife-legacy-invest-non-sgd-and-other-term-corridors | singlife-legacy-invest-regular-withdrawal-operational-constraints | singlife-legacy-invest-secondary-life-assured,10,"Cash-payment timing remains informational only. | Change of Life Assured, Secondary Life Assured, and policy-continuity mechanics remain informational only. | Extension Benefit elections and post-extension behavior remain informational only. | Free Partial Withdrawal Benefit life-stage gating, penalty-free sequencing, and withdrawal limits remain informational only. | Fund-level annual management charges and switching mechanics remain informational only. | Regular-withdrawal sub-fund selection, pending-transaction resumption, and operational constraints remain informational only. | Single-premium corridor, USD corridor, and other premium-term / policy-term combinations remain informational only. | Special Booster is modeled for the fully-paid 10-year regular-premium corridor, but any reduction for still-unpaid basic regular premiums due during the premium payment term remains informational only. | The current-state death-benefit estimate needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. | The current-state terminal-illness benefit amount is modeled as an early payout of the current death-benefit estimate after manual current amount owing, but terminal-illness claim admission, exclusions, settlement, and post-claim policy effects remain informational only.","sgd-mip-10-term-15: Special Booster is modeled for the fully-paid 10-year regular-premium corridor, but any reduction for still-unpaid basic regular premiums due during the premium payment term remains informational only. || The current-state death-benefit estimate needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. || The current-state terminal-illness benefit amount is modeled as an early payout of the current death-benefit estimate after manual current amount owing, but terminal-illness claim admission, exclusions, settlement, and post-claim policy effects remain informational only. || Extension Benefit elections and post-extension behavior remain informational only. || Free Partial Withdrawal Benefit life-stage gating, penalty-free sequencing, and withdrawal limits remain informational only. || Change of Life Assured, Secondary Life Assured, and policy-continuity mechanics remain informational only. || Cash-payment timing remains informational only. || Regular-withdrawal sub-fund selection, pending-transaction resumption, and operational constraints remain informational only. || Single-premium corridor, USD corridor, and other premium-term / policy-term combinations remain informational only. || Fund-level annual management charges and switching mechanics remain informational only."
singlife-savvy-invest-ii,Singlife Savvy Invest II,Singlife,supported,structured,supported,4,singlife-savvy-invest-ii-appendix-b-withdrawal-limits | singlife-savvy-invest-ii-change-of-life-assured | singlife-savvy-invest-ii-fund-management-and-switching | singlife-savvy-invest-ii-life-stage-benefit,6,"Allowable partial withdrawal amount limits from Appendix B remain informational only. | Change of Life Assured and rider continuity effects remain informational only. | Fund switching, fund-level annual management charges, and future non-guaranteed top-up-charge changes remain informational only. | Life Stage Benefit penalty waivers, timing windows, and allowable partial-withdrawal-limit overrides remain informational only. | The current-state death-benefit estimate needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. | The current-state terminal-illness benefit amount is modeled as an early payout of the current death-benefit estimate after manual current amount owing, but terminal-illness claim admission, exclusions, settlement, and post-claim policy effects remain informational only.","sgd-mip-3-fixed: Life Stage Benefit penalty waivers, timing windows, and allowable partial-withdrawal-limit overrides remain informational only. || The current-state death-benefit estimate needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. || The current-state terminal-illness benefit amount is modeled as an early payout of the current death-benefit estimate after manual current amount owing, but terminal-illness claim admission, exclusions, settlement, and post-claim policy effects remain informational only. || Change of Life Assured and rider continuity effects remain informational only. || Allowable partial withdrawal amount limits from Appendix B remain informational only. || Fund switching, fund-level annual management charges, and future non-guaranteed top-up-charge changes remain informational only. ;; sgd-mip-5-fixed: Life Stage Benefit penalty waivers, timing windows, and allowable partial-withdrawal-limit overrides remain informational only. || The current-state death-benefit estimate needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. || The current-state terminal-illness benefit amount is modeled as an early payout of the current death-benefit estimate after manual current amount owing, but terminal-illness claim admission, exclusions, settlement, and post-claim policy effects remain informational only. || Change of Life Assured and rider continuity effects remain informational only. || Allowable partial withdrawal amount limits from Appendix B remain informational only. || Fund switching, fund-level annual management charges, and future non-guaranteed top-up-charge changes remain informational only. ;; sgd-mip-5-flexible: Life Stage Benefit penalty waivers, timing windows, and allowable partial-withdrawal-limit overrides remain informational only. || The current-state death-benefit estimate needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. || The current-state terminal-illness benefit amount is modeled as an early payout of the current death-benefit estimate after manual current amount owing, but terminal-illness claim admission, exclusions, settlement, and post-claim policy effects remain informational only. || Change of Life Assured and rider continuity effects remain informational only. || Allowable partial withdrawal amount limits from Appendix B remain informational only. || Fund switching, fund-level annual management charges, and future non-guaranteed top-up-charge changes remain informational only. ;; sgd-mip-10-fixed: Life Stage Benefit penalty waivers, timing windows, and allowable partial-withdrawal-limit overrides remain informational only. || The current-state death-benefit estimate needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. || The current-state terminal-illness benefit amount is modeled as an early payout of the current death-benefit estimate after manual current amount owing, but terminal-illness claim admission, exclusions, settlement, and post-claim policy effects remain informational only. || Change of Life Assured and rider continuity effects remain informational only. || Allowable partial withdrawal amount limits from Appendix B remain informational only. || Fund switching, fund-level annual management charges, and future non-guaranteed top-up-charge changes remain informational only. ;; sgd-mip-10-flexible: Life Stage Benefit penalty waivers, timing windows, and allowable partial-withdrawal-limit overrides remain informational only. || The current-state death-benefit estimate needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. || The current-state terminal-illness benefit amount is modeled as an early payout of the current death-benefit estimate after manual current amount owing, but terminal-illness claim admission, exclusions, settlement, and post-claim policy effects remain informational only. || Change of Life Assured and rider continuity effects remain informational only. || Allowable partial withdrawal amount limits from Appendix B remain informational only. || Fund switching, fund-level annual management charges, and future non-guaranteed top-up-charge changes remain informational only. ;; sgd-mip-20-flexible: Life Stage Benefit penalty waivers, timing windows, and allowable partial-withdrawal-limit overrides remain informational only. || The current-state death-benefit estimate needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. || The current-state terminal-illness benefit amount is modeled as an early payout of the current death-benefit estimate after manual current amount owing, but terminal-illness claim admission, exclusions, settlement, and post-claim policy effects remain informational only. || Change of Life Assured and rider continuity effects remain informational only. || Allowable partial withdrawal amount limits from Appendix B remain informational only. || Fund switching, fund-level annual management charges, and future non-guaranteed top-up-charge changes remain informational only."
tokio-marine-atlas-wealth,TM Atlas Wealth,Tokio Marine,supported,structured,supported,5,tokio-atlas-advanced-death-payout-handling | tokio-atlas-change-of-life-assured-administration | tokio-atlas-credit-card-charge | tokio-atlas-premium-holiday-lapse-state | tokio-atlas-regular-withdrawal-facility,2,"Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, change-of-life-assured administration, premium-holiday lapse behavior, regular withdrawal, credit-card charge, and non-SGD or non-25-year corridors remain metadata-only. | Advanced Death selection, Monthly Protection Charge, change-of-life-assured administration, premium-holiday lapse behavior, regular withdrawal, credit-card charge, and non-SGD or non-25-year corridors remain metadata-only.","sgd-mip-25: Advanced Death selection, Monthly Protection Charge, change-of-life-assured administration, premium-holiday lapse behavior, regular withdrawal, credit-card charge, and non-SGD or non-25-year corridors remain metadata-only. ;; sgd-mip-25-advanced-death: Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, change-of-life-assured administration, premium-holiday lapse behavior, regular withdrawal, credit-card charge, and non-SGD or non-25-year corridors remain metadata-only."
tokio-marine-wealth-enhancer-cpfis,TM Wealth Enhancer (CPFIS),Tokio Marine,supported,structured,supported,5,tokio-marine-wealth-enhancer-cpfis-accounting-and-custody-fees | tokio-marine-wealth-enhancer-cpfis-fund-management-fee | tokio-marine-wealth-enhancer-cpfis-fund-switching | tokio-marine-wealth-enhancer-cpfis-lapse-and-termination | tokio-marine-wealth-enhancer-cpfis-single-premium-policy-value-tracking,4,"Fund-level management fees and embedded custody or bank charges remain informational only because they are reflected through fund pricing rather than the policy charge surface. | Fund-switching behavior remains informational only. | Lapse, termination, and claim-side policy administration remain informational only. | Split single-premium and top-up policy-value history remains informational only beyond the modeled current ordinary death-benefit estimate.","sgd-open-ended-cpf: Split single-premium and top-up policy-value history remains informational only beyond the modeled current ordinary death-benefit estimate. || Fund-level management fees and embedded custody or bank charges remain informational only because they are reflected through fund pricing rather than the policy charge surface. || Fund-switching behavior remains informational only. || Lapse, termination, and claim-side policy administration remain informational only."
tokio-marine-affluence-atfuture,Affluence@Future,Tokio Marine,supported,structured,supported,7,tokio-affluence-atfuture-advanced-death-payout-handling | tokio-affluence-atfuture-change-of-life-assured-and-life-replacement-administration | tokio-affluence-atfuture-life-benefit-rider | tokio-affluence-atfuture-minimum-account-value-enforcement | tokio-affluence-atfuture-non-sgd-or-non-15-year-variants | tokio-affluence-atfuture-premium-holiday-state-handling | tokio-affluence-atfuture-regular-withdrawal-behavior,4,"Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, Life Benefit Rider selection, and change-of-life-assured / life-replacement administration remain metadata-only for this product. | Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, Life Benefit Rider termination / fallback handling, and change-of-life-assured / life-replacement administration remain metadata-only for this product. | Regular withdrawal behavior, minimum-account-value enforcement, premium holiday state handling, and non-SGD or non-15-year variants remain metadata-only for this product. | This basic-death corridor does not model Advanced Death selection, Life Benefit Rider selection, or Monthly Protection Charge; change-of-life-assured / life-replacement administration remains metadata-only for this product.","sgd-mip-15: This basic-death corridor does not model Advanced Death selection, Life Benefit Rider selection, or Monthly Protection Charge; change-of-life-assured / life-replacement administration remains metadata-only for this product. || Regular withdrawal behavior, minimum-account-value enforcement, premium holiday state handling, and non-SGD or non-15-year variants remain metadata-only for this product. ;; sgd-mip-15-advanced-death: Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, Life Benefit Rider selection, and change-of-life-assured / life-replacement administration remain metadata-only for this product. || Regular withdrawal behavior, minimum-account-value enforcement, premium holiday state handling, and non-SGD or non-15-year variants remain metadata-only for this product. ;; sgd-mip-15-advanced-death-life-benefit-rider: Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, Life Benefit Rider termination / fallback handling, and change-of-life-assured / life-replacement administration remain metadata-only for this product. || Regular withdrawal behavior, minimum-account-value enforcement, premium holiday state handling, and non-SGD or non-15-year variants remain metadata-only for this product."
tokio-marine-goclassic,#goClassic,Tokio Marine,supported,structured,supported,5,tokio-goclassic-advanced-death-payout-handling | tokio-goclassic-change-of-life-assured-administration | tokio-goclassic-credit-card-charge | tokio-goclassic-premium-holiday-lapse-state | tokio-goclassic-regular-withdrawal-facility,2,"Advanced Death Benefit selection, Monthly Protection Charge, premium-holiday lapse behavior, regular withdrawal, credit-card charge, change-of-life-assured administration, and non-SGD or non-25-year corridors remain metadata-only. | Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, premium-holiday lapse behavior, regular withdrawal, credit-card charge, and change-of-life-assured administration remain metadata-only.","sgd-mip-25: Advanced Death Benefit selection, Monthly Protection Charge, premium-holiday lapse behavior, regular withdrawal, credit-card charge, change-of-life-assured administration, and non-SGD or non-25-year corridors remain metadata-only. ;; sgd-mip-25-advanced-death: Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, premium-holiday lapse behavior, regular withdrawal, credit-card charge, and change-of-life-assured administration remain metadata-only."
tokio-marine-goclassic-secure,#goClassic Secure,Tokio Marine,supported,structured,supported,5,tokio-goclassic-secure-aggregation-limit | tokio-goclassic-secure-change-of-life-assured | tokio-goclassic-secure-credit-card-charge | tokio-goclassic-secure-premium-holiday-lapse-state | tokio-goclassic-secure-regular-withdrawal-facility,3,"Full death-benefit payout handling beyond the modeled current death-benefit estimate, change-of-life-assured administration, and exact future monthiversary ratchet timing remain outside the current engine boundary. | Locked-in Policy Value, Monthly Protection Charge, and the related Advanced Death behavior remain metadata-only on the Basic Death corridor. | Premium-holiday lapse behavior, regular withdrawal, credit-card charge, and non-SGD or non-25-year corridors remain metadata-only.","sgd-mip-25: Locked-in Policy Value, Monthly Protection Charge, and the related Advanced Death behavior remain metadata-only on the Basic Death corridor. || Premium-holiday lapse behavior, regular withdrawal, credit-card charge, and non-SGD or non-25-year corridors remain metadata-only. ;; sgd-mip-25-advanced-death: Full death-benefit payout handling beyond the modeled current death-benefit estimate, change-of-life-assured administration, and exact future monthiversary ratchet timing remain outside the current engine boundary. || Premium-holiday lapse behavior, regular withdrawal, credit-card charge, and non-SGD or non-25-year corridors remain metadata-only."
tokio-marine-goassure,#goAssure,Tokio Marine,supported,structured,supported,6,tokio-marine-goassure-dividend-payout-threshold | tokio-marine-goassure-guaranteed-extra-protection | tokio-marine-goassure-monthly-protection-charge | tokio-marine-goassure-third-party-charges | tokio-marine-goassure-waiver-of-partial-withdrawal-and-shortfall-charge | tokio-marine-goassure-wellness-bonus,5,"Credit-card charge, administrative charge nil surface, policy-currency-change charge nil surface, and third-party charges remain informational only. | Monthly Protection Charge, sum-at-risk formulas, Guaranteed Extra Protection, terminal-illness claim admission / exclusions / settlement, post-TPD continuation state, and broader protection-side claim behavior remain informational only. | The published $50 per-dividend minimum payout threshold, plus detailed dividend-payment processing and settlement handling, remain informational only. | Waiver of Partial Withdrawal Charge and/or Premium Shortfall Charge remains informational only. | Wellness Bonus remains informational only.","sgd-mip-10: Wellness Bonus remains informational only. || Waiver of Partial Withdrawal Charge and/or Premium Shortfall Charge remains informational only. || Monthly Protection Charge, sum-at-risk formulas, Guaranteed Extra Protection, terminal-illness claim admission / exclusions / settlement, post-TPD continuation state, and broader protection-side claim behavior remain informational only. || Credit-card charge, administrative charge nil surface, policy-currency-change charge nil surface, and third-party charges remain informational only. || The published $50 per-dividend minimum payout threshold, plus detailed dividend-payment processing and settlement handling, remain informational only."
tokio-marine-goelite,#goElite,Tokio Marine,supported,structured,supported,5,tokio-marine-goelite-accidental-death-claim-gates-and-cap-aggregation | tokio-marine-goelite-fund-level-and-third-party-charges | tokio-marine-goelite-multi-life-last-survivor | tokio-marine-goelite-non-resident-101-death-benefit | tokio-marine-goelite-rsp-and-top-up-eligibility-gating,4,"Fund management fee and third-party banking / currency-conversion charges remain informational only. | The non-resident 101% death-benefit corridor remains informational only. | The resident-corridor current accidental-death estimate also needs manual current age and current amount owing inputs; the age-75 cut-off is modeled, while residency and Singapore-location claim gates, the 180-day death timing rule, aggregate accidental-death cap handling, and multi-life last-survivor settlement remain informational only. | The resident-corridor current death benefit needs a manual current amount owing input because indebtedness is not reconstructed from history in V1.","sgd-open-ended-cash: The resident-corridor current death benefit needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. || The resident-corridor current accidental-death estimate also needs manual current age and current amount owing inputs; the age-75 cut-off is modeled, while residency and Singapore-location claim gates, the 180-day death timing rule, aggregate accidental-death cap handling, and multi-life last-survivor settlement remain informational only. || The non-resident 101% death-benefit corridor remains informational only. || Fund management fee and third-party banking / currency-conversion charges remain informational only. ;; sgd-open-ended-srs: The resident-corridor current death benefit needs a manual current amount owing input because indebtedness is not reconstructed from history in V1. || The resident-corridor current accidental-death estimate also needs manual current age and current amount owing inputs; the age-75 cut-off is modeled, while residency and Singapore-location claim gates, the 180-day death timing rule, aggregate accidental-death cap handling, and multi-life last-survivor settlement remain informational only. || The non-resident 101% death-benefit corridor remains informational only. || Fund management fee and third-party banking / currency-conversion charges remain informational only."
tokio-marine-goelite-secure,#goElite Secure,Tokio Marine,supported,structured,supported,5,tokio-marine-goelite-secure-aggregation-limit | tokio-marine-goelite-secure-death-benefit-payout-handling | tokio-marine-goelite-secure-fund-level-and-third-party-charges | tokio-marine-goelite-secure-fund-switching | tokio-marine-goelite-secure-minimum-withdrawal-rules,3,"Death-benefit payout handling beyond the modeled current death-benefit estimate, aggregation-limit handling, and any policy action that changes the life assured remain informational only. | Fund management fee and third-party banking / currency-conversion charges remain informational only. | Fund-switching administration and user-requested reductions in Locked-in Policy Value remain informational only.","sgd-open-ended-cash: Death-benefit payout handling beyond the modeled current death-benefit estimate, aggregation-limit handling, and any policy action that changes the life assured remain informational only. || Fund management fee and third-party banking / currency-conversion charges remain informational only. || Fund-switching administration and user-requested reductions in Locked-in Policy Value remain informational only. ;; sgd-open-ended-srs: Death-benefit payout handling beyond the modeled current death-benefit estimate, aggregation-limit handling, and any policy action that changes the life assured remain informational only. || Fund management fee and third-party banking / currency-conversion charges remain informational only. || Fund-switching administration and user-requested reductions in Locked-in Policy Value remain informational only."
tokio-marine-goaffluence,#goAffluence,Tokio Marine,supported,structured,supported,4,tokio-goaffluence-accidental-death-claim-gates-and-premium-change-history | tokio-goaffluence-advanced-death-payout-life-benefit-rider-and-life-assured-administration | tokio-goaffluence-premium-holiday-and-non-sgd-or-non-15-year-variants | tokio-goaffluence-regular-withdrawal-and-partial-withdrawal-constraints,5,"Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, Life Benefit Rider termination / fallback handling, dependent medical / retrenchment benefits, and change-of-life-assured administration remain metadata-only for this product. | Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, together with Advanced Death Benefit with Life Benefit Rider, dependent medical / retrenchment benefits, and change-of-life-assured administration, remains metadata-only for this product. | Advanced Death selection, Monthly Protection Charge, Advanced Death Benefit with Life Benefit Rider, dependent medical / retrenchment benefits, and change-of-life-assured administration remain metadata-only for this product. | Regular withdrawal, partial-withdrawal limit and minimum-account-value constraints, premium holiday state handling, and non-SGD/premium-term variants remain metadata-only for this product. | The resident current accidental-death estimate before age 75 is modeled on the published annualised regular premium band, while double indemnity, 180-day timing, residency / Singapore-location claim gates, accidental-death last-life settlement, and premium-holiday / regular-premium-reduction history remain metadata-only for this product.","sgd-mip-15: Advanced Death selection, Monthly Protection Charge, Advanced Death Benefit with Life Benefit Rider, dependent medical / retrenchment benefits, and change-of-life-assured administration remain metadata-only for this product. || The resident current accidental-death estimate before age 75 is modeled on the published annualised regular premium band, while double indemnity, 180-day timing, residency / Singapore-location claim gates, accidental-death last-life settlement, and premium-holiday / regular-premium-reduction history remain metadata-only for this product. || Regular withdrawal, partial-withdrawal limit and minimum-account-value constraints, premium holiday state handling, and non-SGD/premium-term variants remain metadata-only for this product. ;; sgd-mip-15-advanced-death: Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, together with Advanced Death Benefit with Life Benefit Rider, dependent medical / retrenchment benefits, and change-of-life-assured administration, remains metadata-only for this product. || The resident current accidental-death estimate before age 75 is modeled on the published annualised regular premium band, while double indemnity, 180-day timing, residency / Singapore-location claim gates, accidental-death last-life settlement, and premium-holiday / regular-premium-reduction history remain metadata-only for this product. || Regular withdrawal, partial-withdrawal limit and minimum-account-value constraints, premium holiday state handling, and non-SGD/premium-term variants remain metadata-only for this product. ;; sgd-mip-15-advanced-death-life-benefit-rider: Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, Life Benefit Rider termination / fallback handling, dependent medical / retrenchment benefits, and change-of-life-assured administration remain metadata-only for this product. || The resident current accidental-death estimate before age 75 is modeled on the published annualised regular premium band, while double indemnity, 180-day timing, residency / Singapore-location claim gates, accidental-death last-life settlement, and premium-holiday / regular-premium-reduction history remain metadata-only for this product. || Regular withdrawal, partial-withdrawal limit and minimum-account-value constraints, premium holiday state handling, and non-SGD/premium-term variants remain metadata-only for this product."
tokio-marine-goluxe,#goLuxe,Tokio Marine,supported,structured,supported,4,tokio-goluxe-advanced-death-payout-handling | tokio-goluxe-change-of-life-assured-administration | tokio-goluxe-non-sgd-policy-currencies | tokio-goluxe-regular-withdrawal-facility,3,"Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, and change-of-life-assured administration remain metadata-only for this product. | Advanced Death selection, Monthly Protection Charge, and change-of-life-assured administration remain metadata-only for this product. | Regular withdrawal, partial-withdrawal limit caps, and non-SGD policy currencies remain metadata-only for this product.","sgd-mip-15: Advanced Death selection, Monthly Protection Charge, and change-of-life-assured administration remain metadata-only for this product. || Regular withdrawal, partial-withdrawal limit caps, and non-SGD policy currencies remain metadata-only for this product. ;; sgd-mip-15-advanced-death: Advanced Death payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, and change-of-life-assured administration remain metadata-only for this product. || Regular withdrawal, partial-withdrawal limit caps, and non-SGD policy currencies remain metadata-only for this product."
tokio-marine-gowealth-enrich,#goWealth Enrich,Tokio Marine,supported,structured,supported,5,tokio-marine-gowealth-enrich-accidental-death-claim-gates-and-cap-aggregation | tokio-marine-gowealth-enrich-fund-management-fee | tokio-marine-gowealth-enrich-principal-floor | tokio-marine-gowealth-enrich-switching-charge | tokio-marine-gowealth-enrich-third-party-charges,4,"Fund management fee, switching charge, and third-party banking / currency-conversion charges remain informational only. | Single-premium protection-state and principal-floor behavior remain informational only. | The non-resident 101% death-benefit corridor remains informational only. | The resident-corridor current accidental-death estimate also needs manual current age and current amount owing inputs; the age-75 cut-off is modeled, while residency and Singapore-location claim gates, the 180-day death timing rule, and aggregate accidental-death cap handling remain informational only.","sgd-open-ended-cash: The resident-corridor current accidental-death estimate also needs manual current age and current amount owing inputs; the age-75 cut-off is modeled, while residency and Singapore-location claim gates, the 180-day death timing rule, and aggregate accidental-death cap handling remain informational only. || The non-resident 101% death-benefit corridor remains informational only. || Single-premium protection-state and principal-floor behavior remain informational only. || Fund management fee, switching charge, and third-party banking / currency-conversion charges remain informational only."
tokio-marine-harvest-flexi,Harvest Flexi,Tokio Marine,supported,structured,supported,4,tokio-harvest-flexi-advanced-death-payout-handling | tokio-harvest-flexi-change-of-life-assured-and-life-replacement-administration | tokio-harvest-flexi-credit-card-charge | tokio-harvest-flexi-partial-withdrawal-limit-gates,4,"Advanced Death Benefit and Life Benefit Rider payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, and change-of-life-assured / life-replacement administration remain metadata-only for this product. | Advanced Death Benefit payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, Advanced Death Benefit with Life Benefit Rider selection, and change-of-life-assured / life-replacement administration remain metadata-only for this product. | Advanced Death Benefit selection, Advanced Death Benefit with Life Benefit Rider selection, Monthly Protection Charge, and life replacement administration remain metadata-only for this product. | Partial-withdrawal limit gates and credit-card charge remain metadata-only for this product.","sgd-mip-10: Advanced Death Benefit selection, Advanced Death Benefit with Life Benefit Rider selection, Monthly Protection Charge, and life replacement administration remain metadata-only for this product. || Partial-withdrawal limit gates and credit-card charge remain metadata-only for this product. ;; sgd-mip-10-advanced-death: Advanced Death Benefit payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, Advanced Death Benefit with Life Benefit Rider selection, and change-of-life-assured / life-replacement administration remain metadata-only for this product. || Partial-withdrawal limit gates and credit-card charge remain metadata-only for this product. ;; sgd-mip-10-advanced-death-life-benefit-rider: Advanced Death Benefit and Life Benefit Rider payout handling beyond the modeled current death-benefit estimate and Monthly Protection Charge, and change-of-life-assured / life-replacement administration remain metadata-only for this product. || Partial-withdrawal limit gates and credit-card charge remain metadata-only for this product."
